Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0045429~positive regulation of nitric oxide biosynthetic process	15	14.018691588785046	4.368547442461912E-21	EDN1, INSR, HBB, PTGS2, SOD2, ESR1, TNF, EGFR, INS, ICAM1, IL6, IFNG, IL1B, AKT1, TLR4	107	43	16792	54.7446207346229	8.907468235179838E-18	8.907468235179838E-18	7.86338539643144E-18
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	20	18.69158878504673	3.25861682392574E-15	CRP, TGFB1, CSF2, HFE, NR1I2, FN1, HIF1A, TNF, INS, VEGFA, IL1A, AR, IL6, IFNG, IL1B, KRAS, APOB, LDLR, TP53, TLR4	107	262	16792	11.979738888492545	6.564859766911013E-12	3.322159851992292E-12	2.932755141533166E-12
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	17	15.887850467289718	1.1983445932426302E-14	TGFB1, VCAM1, NOS2, MMP2, PLAT, SOD2, HIF1A, VEGFA, PLAU, CASP3, LEP, CAT, LTA, CCL2, HMOX1, NOS1, PPARA	107	172	16792	15.510975874809821	2.4448443269875497E-11	8.144748752072409E-12	7.190067559455781E-12
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	32	29.906542056074763	3.0062394316435237E-14	CEBPA, APP, NOTCH3, CD40, NR1I2, SERPINE1, ADRB2, FGF2, HIF1A, TNF, EGFR, AKT1, NOS1, IL10, EDN1, TGFB1, IL18, IGF1, ESR1, IL2, TNFRSF1A, VEGFA, IL4, IL1A, AR, IL6, IFNG, IL1B, PPARG, PPARA, TP53, TLR4	107	981	16792	5.11917078700925	6.134748264940981E-11	1.5324305502802862E-11	1.3528077442395857E-11
GOTERM_BP_DIRECT	GO:0048661~positive regulation of smooth muscle cell proliferation	12	11.214953271028037	9.88062804285406E-14	NOTCH3, IL6, EDN1, IL18, HMOX1, AKT1, HMGCR, IGF1, PTGS2, TNF, FGF2, EGFR	107	60	16792	31.386915887850467	2.0147328250175178E-10	4.029320115875885E-11	3.5570260954274614E-11
GOTERM_BP_DIRECT	GO:0071222~cellular response to lipopolysaccharide	14	13.084112149532709	2.7011660582938615E-13	IL10, ABCA1, CD40, CXCL8, CSF2, NOS2, SRC, SERPINE1, TNF, ICAM1, IL6, IFNG, CCL2, TLR4	107	113	16792	19.44322223141179	5.507690969963619E-10	9.179462654768639E-11	8.103498174881585E-11
GOTERM_BP_DIRECT	GO:0008203~cholesterol metabolic process	12	11.214953271028037	4.2379043065991256E-13	ABCA1, IL4, CEBPA, CETP, APP, LEP, PON1, CAT, LCAT, APOE, APOB, LDLR	107	68	16792	27.69433754810335	8.64071370010322E-10	1.234440983022231E-10	1.0897468216969181E-10
GOTERM_BP_DIRECT	GO:0042493~response to drug	19	17.75700934579439	6.06725268417281E-13	IL10, ABCA1, TGFB1, SRC, PTEN, LPL, PTGS2, SOD2, SLC6A2, ICAM1, SOD1, IL4, IL6, IFNG, CCND1, CASP3, CAT, LTA, PPARG	107	304	16792	9.80841121495327	1.2371365043506444E-9	1.546391027878545E-10	1.3651318539388823E-10
GOTERM_BP_DIRECT	GO:0045471~response to ethanol	13	12.149532710280374	2.5361001581012685E-12	G6PD, VCAM1, PTEN, HMGCR, SLC2A4, IL2, ICAM1, SOD1, IL4, CCND1, LEP, CAT, CCL2	107	105	16792	19.429995549621715	5.171072126053389E-9	5.745675802631651E-10	5.072200316202537E-10
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	21	19.626168224299064	6.823295772624509E-12	IL10, HSPA5, SRC, PTEN, GCG, IGF1, SOD2, MPO, MMP9, EGFR, IL2, VEGFA, IL4, IL6, CD40LG, CASP3, LEP, CAT, KDR, AKT1, TP53	107	455	16792	7.2431344356578	1.3912748730859903E-8	1.3912700080381374E-9	1.2281932390724117E-9
