Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0019899~enzyme binding	22	20.5607476635514	1.46487855630469E-15	PTPN1, NOTCH3, APP, CD40, TGFB1, HSPA5, SRC, PRKCD, PTEN, PTGS2, HIF1A, ESR1, EGFR, TTN, AR, CCND1, CAT, AKT1, HMOX1, PPARG, SCN5A, TP53	107	333	16881	10.423002441694031	5.585532036889163E-13	5.669080012899151E-13	4.980587091435947E-13
GOTERM_MF_DIRECT	GO:0005125~cytokine activity	16	14.953271028037381	2.9117122068073356E-13	IL10, EDN1, TGFB1, CSF2, IL18, FGF2, TNF, IL2, VEGFA, IL4, IL1A, IL6, CD40LG, IFNG, IL1B, LTA	107	176	16881	14.342395921835173	1.126988502520021E-10	5.6341631201721945E-11	4.9499107515724706E-11
GOTERM_MF_DIRECT	GO:0005515~protein binding	89	83.17757009345794	2.1305348146562706E-11	APP, CD40, CSF2, CXCL8, HFE, SERPINE1, PTEN, HBB, PLAT, ECE1, SLC2A4, SLC6A2, FGF2, TNF, ICAM1, NR3C2, THBD, CCND1, PLAU, CASP3, KDR, AKT1, OLR1, SCN5A, NOS1, IL10, KCNH2, G6PD, EDN1, MMP2, PRKCD, MMP3, IL18, HBA1, MMP9, F3, MAPK8IP1, TNFRSF1A, IL1A, AR, ADRB3, PIK3CA, TNNT2, PECAM1, PPARG, PPARA, TLR4, TP53, CRP, CEBPA, NOTCH3, SRC, NR1I2, LPL, LCAT, ADRB1, PLG, ADRB2, HMGCR, PTGS2, HIF1A, EGFR, INS, TTN, TERT, HMOX1, APOE, APOB, LDLR, ABCA1, PTPN1, TGFB1, NOS2, HSPA5, NOS3, INSR, FN1, GCG, IGF1, SELE, ESR1, SOD1, VEGFA, IL4, IL6, CD40LG, GLB1, CYCS, KRAS	107	8785	16881	1.5983159484890876	8.24519053033157E-9	2.748389910906589E-9	2.4146061232771067E-9
GOTERM_MF_DIRECT	GO:0020037~heme binding	12	11.214953271028037	9.671759166463835E-10	NOS2, SRC, NOS3, CAT, HBB, HMOX1, CYCS, NOS1, HBA1, PTGS2, MPO, CYP19A1	107	137	16881	13.818950815198855	3.7429700150415357E-7	9.35742699355376E-8	8.22099529149426E-8
GOTERM_MF_DIRECT	GO:0008083~growth factor activity	12	11.214953271028037	5.730242913478615E-9	IL10, IL4, IL6, TGFB1, CSF2, BDNF, LEP, PPBP, IGF1, FGF2, IL2, VEGFA	107	162	16881	11.686396677050883	2.2176015679331584E-6	4.435208015032448E-7	3.896565181165458E-7
GOTERM_MF_DIRECT	GO:0042802~identical protein binding	21	19.626168224299064	3.609028315326033E-8	KCNH2, APP, G6PD, PTEN, FN1, GCG, SOD2, ESR1, TNF, MMP9, EGFR, MAPK8IP1, TTN, INS, SOD1, VEGFA, AKT1, PPARG, APOE, LDLR, TP53	107	749	16881	4.423355751594025	1.3966842315693562E-5	2.3278232633852913E-6	2.0451160453514185E-6
GOTERM_MF_DIRECT	GO:0050661~NADP binding	7	6.5420560747663545	7.439784624760349E-8	G6PD, NOS2, NOS3, GSR, CAT, HMGCR, NOS1	107	35	16881	31.55327102803738	2.879155307233816E-5	4.113138071117507E-6	3.6136096748835983E-6
GOTERM_MF_DIRECT	GO:0002020~protease binding	9	8.411214953271028	2.3071994415500965E-7	CASP3, SERPINE1, FN1, TNF, TP53, F3, LDLR, TTN, INS	107	101	16881	14.058388081798833	8.928464257529356E-5	1.1161077298498593E-5	9.80559762658791E-6
GOTERM_MF_DIRECT	GO:0005102~receptor binding	14	13.084112149532709	3.2375067420125697E-7	ABCA1, APP, NOS2, SRC, HFE, SERPINE1, LPL, PLAT, GCG, PLG, AR, CAT, LTA, CCL2	107	353	16881	6.257022583463503	1.2528368252473499E-4	1.392127899065405E-5	1.223058102538082E-5
GOTERM_MF_DIRECT	GO:0008201~heparin binding	9	8.411214953271028	7.505479467668366E-6	APP, FN1, LPL, CCL2, APOE, APOB, MPO, FGF2, VEGFA	107	160	16881	8.874357476635513	0.002900417093774754	2.904620553987658E-4	2.5518630190072444E-4
GOTERM_MF_DIRECT	GO:0042803~protein homodimerization activity	17	15.887850467289718	1.2339194608019336E-5	KCNH2, CEBPA, G6PD, TGFB1, NOS2, PON1, ECE1, HMGCR, ADRB2, PTGS2, SOD1, VEGFA, TERT, ADRB3, CAT, HMOX1, APOE	107	730	16881	3.6740110101139414	0.00476391416783517	4.341153012094075E-4	3.8139328788423403E-4
GOTERM_MF_DIRECT	GO:0003707~steroid hormone receptor activity	6	5.607476635514018	2.6290451376558032E-5	AR, NR1I2, PPARG, PPARA, ESR1, NR3C2	107	56	16881	16.903538050734312	0.010122952914971006	8.478670568939965E-4	7.448961223358109E-4
GOTERM_MF_DIRECT	GO:0005178~integrin binding	7	6.5420560747663545	5.171538659446574E-5	VCAM1, SRC, FN1, KDR, IGF1, EGFR, ICAM1	107	105	16881	10.517757009345793	0.019815414146533872	0.001539527277850634	0.0013525562647783347
GOTERM_MF_DIRECT	GO:0004879~RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	5	4.672897196261682	7.411152794056593E-5	AR, NR1I2, PPARG, PPARA, ESR1	107	36	16881	21.911993769470403	0.028274793805310505	0.0020486543794999298	0.0017998513928423154
GOTERM_MF_DIRECT	GO:0017127~cholesterol transporter activity	4	3.7383177570093453	1.0364518871633732E-4	ABCA1, CETP, APOE, APOB	107	15	16881	42.07102803738318	0.03931889990567061	0.0026740458688815027	0.0023492909442369794
GOTERM_MF_DIRECT	GO:0004517~nitric-oxide synthase activity	3	2.803738317757009	1.1669659794973268E-4	NOS2, NOS3, NOS1	107	3	16881	157.7663551401869	0.044159497953284665	0.002822598962909159	0.0024798027064318194
